id,title,description,vendor,product_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485575299322,Free,"<p>With a smart construction, these casual running shoes are definitely a head-turner. With a rubber elastic sole and comfortable sporty look, these sporty shoes are not only the right fit but also is an incredibly trendy pick for daily wear</p>[tab]<p>Upper material : Textile<br>Sole material : TPR</p>[tab]<p>Throw on your track pants and sweatshirt and pair these sporty in-trend shoes for a new adventure everyday</p>",HUSH PUPPIES,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485575266554,Nike Air Zoom Pegasus 36,"<p>This Nike shoe is designed to keep you on the run with a balanced foot angle. Constructed on a strobel, these shoes come with an extremely breathable and sweat-proof upper making it the ultimate training shoe. The sole is designed specifically for long term use with ease. Perforations on upper enhance breathability in forefoot and arch while the slimmer design reduces bulk for a comfortable, conforming fit. Exposed Flywire cables in the mid foot  promote a snug fit at higher speeds. The high resiliency sockliner adapts to the contour of your foot for support</p>[tab]<p>Upper material : Mesh <br>Sole material : EVA</p>[tab]<p>Pair these Nike shoes with a neutral toned sweatshirt and trackpants. Although who says you can't pair your Nike shoes with casual wear? Put on your straight/high waisted fit jeans and a tee for a classic laid-back look</p>",NIKE,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485574349050,Nike Flex,"<p>Step into the future with a bold look with these bold Nike shoes. The lace-up style adds to the trendy modish design making it a desirable shoe. The EVA sole at the bottom is rubber elastic and comfortably light on the foot. The stretchable knit upper of the Nike Flex RN 2019 wraps you in softness as it expands and contracts along with your foot. Dual-density foam layers supply durable cushioned comfort, while grooves on the outsole give you heel-to-toe flexibility. Synthetic overlays around the laces provide structure for a secure fit while the heel strap stabilizes the back of your foot while allowing natural movement.</p>[tab]<p>Upper material : Mesh <br>Sole material : EVA <br></p>[tab]<p>Throw on your favorite gym wear or track pants for an active and smart look. You can also pair these highly comfortable Nike shoes with sweaters and regular jeans for a trendy vibe</p>",NIKE,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485681139962,AC-HR-2518,<p></p>[tab]<p></p>[tab]<p></p>,FOOTLIB,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42159181267194,42159181299962,42159181332730,42159181365498],"\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36875965300986\""}""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485678092538,RF-0153,"<p>Being made to suit perfectly with semi-formal and formal outfits, these men's sandals make a great impression. Designed with a TPR sole, this shoe is relaxed and highly comfortable on the foot. The breathable qualities of these sandals along with slip-resistance adds to the great sense of style over all.</p>[tab]<p>Upper material : Leather <br>Sole material : TPR</p>[tab]<p>Men's formal sandals can be easily worn with chino pants. You can go with neutral tones of navy blue, beige or even khaki for a defined and trendy look. To spice things up, you can also experiment these men's sandals with blue jeans</p>",URBAN SOLE,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\""updated_at\"":\""2022-04-01T20:34:58-04:00\""","\""alt\"":\""Off White\""","\""width\"":2400","\""height\"":3600","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/0SPRECLSV615_1_3da45d73-dfd9-45b6-8946-c6d9ca562ab5.jpg?v=1648859698\""","\""variant_ids\"":[]","\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36875969986810\""}","{\""id\"":36875970019578","\""product_id\"":7485678092538","\""position\"":14","\""created_at\"":\""2022-04-01T20:34:58-04:00\""","\""updated_at\"":\""2022-04-01T20:34:58-04:00\""","\""alt\"":\""Off White\""","\""width\"":2400","\""height\"":3600","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/0SPRECLSV615_2_d548051c-ae84-46f5-9ec3-7cc91ae4a5e8.jpg?v=1648859698\""","\""variant_ids\"":[]","\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36875970019578\""}","{\""id\"":36875970052346","\""product_id\"":7485678092538","\""position\"":15","\""created_at\"":\""2022-04-01T20:34:58-04:00\""","\""updated_at\"":\""2022-04-01T20:34:58-04:00\""","\""alt\"":\""Off White\""","\""width\"":2400","\""height\"":3600","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/0SPRECLSV615_3_169017ae-362c-4493-8a6c-3243cfec7d54.jpg?v=1648859698\""","\""variant_ids\"":[]","\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36875970052346\""}","{\""id\"":36875970085114","\""product_id\"":7485678092538","\""position\"":16","\""created_at\"":\""2022-04-01T20:34:59-04:00\""","\""updated_at\"":\""2022-04-01T20:34:59-04:00\""","\""alt\"":\""Off White\""","\""width\"":2400","\""height\"":3600","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/0SPRECLSV615_4_63597f5a-b178-4ebc-8131-f7584891b82c.jpg?v=1648859699\""","\""variant_ids\"":[]","\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36875970085114\""}","{\""id\"":36875970117882","\""product_id\"":7485678092538","\""position\"":17","\""created_at\"":\""2022-04-01T20:34:59-04:00\""","\""updated_at\"":\""2022-04-01T20:34:59-04:00\""","\""alt\"":\""Blue\""","\""width\"":2400","\""height\"":3600","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/0SPRECLSV616_1_ebfb87b9-2168-41c4-ad6c-892e0f1a2317.jpg?v=1648859699\""","\""variant_ids\"":[]","\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36875970117882\""}","{\""id\"":36875970150650","\""product_id\"":7485678092538","\""position\"":18","\""created_at\"":\""2022-04-01T20:34:59-04:00\""","\""updated_at\"":\""2022-04-01T20:34:59-04:00\""","\""alt\"":null","\""width\"":2400","\""height\"":3600","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/0S2SEPOPV72S_1_226db7be-03d5-461d-8f87-89cdb3758bbe.jpg?v=1648859699\""","\""variant_ids\"":[42159154757882]","\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36875970150650\""}]""","{\id\"":36875969593594","\""product_id\"":7485678092538","\""position\"":1","\""created_at\"":\""2022-04-01T20:34:58-04:00\""","\""updated_at\"":\""2022-04-01T20:34:58-04:00\""","\""alt\"":\""BLACK\""","\""width\"":1000","\""height\"":1320","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/rf-0153_00026_1_1_398df2e8-f6ef-493d-98ea-684f7493fc20.jpg?v=1648859698\""","\""variant_ids\"":[42159154364666",42159154430202,42159154462970,42159154528506,42159154561274,42159154626810,42159154692346],"\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36875969593594\""}""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485652173050,SB-M-KL-0650007,"<p><span data-mce-fragment=""1"">Designed with eye-catching patterns, these shoe is a perfect fit for running errands. As trendy and chic as they look, this shoe comes with a highly durable sole that promises long hours of flexibility. With trendy patterns and stripes, this shoe is a must have!</span></p>
<p><span>[tab]</span></p>
<p><span>Upper material : Canvas <br>Sole material : PVC</span></p>
<p><span>[tab]</span></p>
<p><span>Pair this casual shoe with jeans or chinos and bring out your chic side with a hue of subtlety. The bold color of this shoe will add a sense of eccentricity to your rather muted tones.</span></p>",KLARA,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\""created_at\"":\""2022-03-28T05:23:22-04:00\""","\""updated_at\"":\""2022-03-28T05:23:22-04:00\""","\""alt\"":\""BROWN\""","\""width\"":1000","\""height\"":1300","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/SB-M-KL-0650007_00106_3_ae22dc47-083f-4bbb-bcc0-bc92320064e9.jpg?v=1648459402\""","\""variant_ids\"":[]","\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36838095913210\""}","{\""id\"":36838095945978","\""product_id\"":7485652173050","\""position\"":14","\""created_at\"":\""2022-03-28T05:23:22-04:00\""","\""updated_at\"":\""2022-03-28T05:23:22-04:00\""","\""alt\"":\""BROWN\""","\""width\"":1000","\""height\"":1300","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/SB-M-KL-0650007_00106_4_0ed897f1-23a7-49ae-b5a9-711c9e9daf54.jpg?v=1648459402\""","\""variant_ids\"":[]","\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36838095945978\""}","{\""id\"":36838095978746","\""product_id\"":7485652173050","\""position\"":15","\""created_at\"":\""2022-03-28T05:23:22-04:00\""","\""updated_at\"":\""2022-03-28T05:23:22-04:00\""","\""alt\"":\""BROWN\""","\""width\"":1000","\""height\"":1300","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/SB-M-KL-0650007_00106_5_f7bf047e-9cd1-46fa-9f2d-f17d131a2eda.jpg?v=1648459402\""","\""variant_ids\"":[]","\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36838095978746\""}]""","{\id\"":36838095519994","\""product_id\"":7485652173050","\""position\"":1","\""created_at\"":\""2022-03-28T05:23:22-04:00\""","\""updated_at\"":\""2022-03-28T05:23:22-04:00\""","\""alt\"":\""BLACK\""","\""width\"":1000","\""height\"":1300","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/SB-M-KL-0650007_00026_1_fd29b6c8-80ef-437e-924c-d011d0459113.jpg?v=1648459402\""","\""variant_ids\"":[42159029780730",42159029813498,42159029846266,42159029879034,42159029911802,42159029944570,42159029977338],"\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36838095519994\""}""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485648535802,SB-M-AC-0150039,"<p><span data-mce-fragment=""1"">With a smart stuck-on construction, these casual running shoes are definitely a head-turner. Made with a rubber elastic sole and comfortable sporty look, these training shoes are not only the right fit but is also an incredibly trendy pick for daily wear.åÊ</span></p>
<p><span data-mce-fragment=""1"">[tab]</span></p>
<p><span data-mce-fragment=""1"">Upper material : SyntheticåÊ<br>Sole material : TPR</span></p>
<p><span data-mce-fragment=""1"">[tab]</span></p>
<p><span data-mce-fragment=""1"">Throw on your track pants and sweatshirt and pair these sporty in-trend shoes for a new adventure every day.åÊ</span></p>",ACE,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\""variant_ids\"":[]","\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36876941000954\""}]""","{\id\"":36876940607738","\""product_id\"":7485648535802","\""position\"":1","\""created_at\"":\""2022-04-02T01:08:41-04:00\""","\""updated_at\"":\""2022-04-02T01:08:41-04:00\""","\""alt\"":\""BLUE\""","\""width\"":1500","\""height\"":2300","\""src\"":\""https://cdn.shopify.com/s/files/1/0614/8030/4890/products/SB-M-AC-0150039_00101_1_5cf1b23f-b25e-4eb4-9ee9-af6e7357575d.jpg?v=1648876121\""","\""variant_ids\"":[42159002845434",42159002976506,42159003107578,42159003271418,42159003336954,42159003369722,42159003402490],"\""admin_graphql_api_id\"":\""gid://shopify/ProductImage/36876940607738\""}""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485646471418,CHUCK TAYLOR ALL STAR SEASONAL,"<p>This versatile and classic low top shoe is made with a lightweight and durable canvas upper.  Featuring a timeless silhouette, this shoe maintains a low profile for ultimate flexibility. The vulcanized rubber sole is ready to change your shoe game with utmost comfort and foot balance. With medial eyelets that enhance airflow, this low top converse is perfect in its simplicity! </p>
<p><span>[tab]</span></p>
<p><span>Upper material : Canvas <br>Sole material : Rubber </span></p>
<p><span>[tab]</span></p>
<p><span>Throw on your straight fit pants with a basic tee and pair your look with these low tops. </span></p>",CONVERSE,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485646143738,Vancouver,"<p>Handcrafted to give you a chic look, these ladies' boots display true comfort with relaxed foot balance. These round ladies' boots are adorned with the finest leather while the TPR sole enhances everyday comfort and ease. Not only will these boots elevate your outfit but are also great for long term wear.åÊ</p>
<p><span>[tab]</span></p>
<p><span>Upper material : LeatheråÊ<br>Sole material : TPR</span></p>
<p><span>[tab]</span></p>
<p><span>Pair these boots with skinny fit jeans and a baggy sweater. Complete your look with a tote bag and statement belt.åÊ</span></p>",LARK & FINCH Her,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485646078202,Hamburg,"<p><span data-mce-fragment=""1"">These casual loafers are made to add a trendy element to your routine outfits. Made with a TPR sole, these casual loafers feature high comfort and a smart design which elevates the walking experience. Made with an exquisite leather upper, these loafers are perfect for everyday use.åÊ</span></p>
<p><span data-mce-fragment=""1"">[tab]</span></p>
<p><span data-mce-fragment=""1"">Upper material : LeatheråÊåÊ<br>Sole material : TPRåÊ</span></p>
<p><span data-mce-fragment=""1"">[tab]</span></p>
<p><span data-mce-fragment=""1"">Pair these casual loafers with chino pants for a sophisticated look. You can also pair these loafers with regular fit jeans for a casual lookåÊ</span></p>",LARK & FINCH,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485645324538,SB-M-KL-0450091,"<p><span data-mce-fragment=""1"">Keeping the feel of the shoe minimal yet up to the minute, these casual sandals are highly flexible and comfortable for anyone on the run. Made with the finest leather strap, this casual and roomy fit is all you need to pair on a pleasant day. </span></p>
<p><span data-mce-fragment=""1"">[tab]</span></p>
<p><span data-mce-fragment=""1"">Upper material : Leather <br>Sole Material : PU</span></p>
<p><span data-mce-fragment=""1"">[tab]</span></p>
<p><span data-mce-fragment=""1"">Make a casual statement in these smartly designed sandals and pair it with your most comfortable clothes. Throw on a tee and a pair of trousers for a little stroll on a weekend afternoon while you take a walk in the brisk air.</span></p>",KLARA,FOOTWEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
